B072K1RYKJ,B072K1RYKJ,2023-10-25 03:41:02.248888,#33CC02,red,black,black,True,0.0,,,NO_RESTRICTION
B01K1P96OO,B01K1P96OO,2023-10-25 03:41:35.495044,#FF4001,red,black,black,True,3.0,US_ORMD,UN1987,NO_RESTRICTION
026000015592,B003ULCZ7M,2023-10-25 03:42:55.412142,#33CC02,red,black,black,True,0.0,,,NO_RESTRICTION
